t_s	temp_kb	out_kb	converted_kb	mem_bytes	cpu_pct	pids	fifos
487.93	3346733	130179	3346733	13891674112	799.4	20	0
488.94	3346733	130179	3346733	13893935104	799.4	20	0
489.94	3346733	130179	3346733	13896957952	807.4	20	0
490.94	3346733	130179	3346733	13899800576	799.6	20	0
491.95	3346733	130179	3346733	13902082048	807.6	20	0
492.95	3346733	130179	3346733	13905084416	799.5	20	0
493.96	3346733	130179	3346733	13907759104	807.4	20	0
494.96	3346733	130179	3346733	13909884928	799.5	20	0
495.96	3346733	130179	3346733	13911756800	799.6	20	0
496.97	3346733	130179	3346733	13914775552	807.4	20	0
497.97	3346733	130179	3346733	13917069312	799.4	20	0
498.98	3346733	130179	3346733	13919969280	807.7	20	0
499.98	3346733	130179	3346733	13922504704	799.6	20	0
500.99	3346733	130179	3346733	13924868096	799.3	20	0
501.99	3346733	130179	3346733	13927849984	807.7	20	0
502.99	3346733	130179	3346733	13930487808	799.4	20	0
504.00	3346733	130179	3346733	13932597248	807.4	20	0
505.00	3346733	130179	3346733	13935636480	799.6	20	0
506.01	3346733	130179	3346733	13937455104	807.4	20	0
507.01	3346733	130179	3346733	13940391936	799.8	20	0
508.01	3346733	130179	3346733	13943238656	799.8	20	0
509.02	3346733	130179	3346733	13946298368	807.7	20	0
510.02	3346733	130179	3346733	13948907520	799.6	20	0
511.03	3346733	130179	3346733	13951258624	799.7	20	0
512.03	3346733	130179	3346733	13953486848	807.7	20	0
513.03	3346733	130179	3346733	13956370432	799.8	20	0
514.04	3346733	130179	3346733	13959663616	807.9	20	0
515.04	3346733	130179	3346733	13962665984	799.9	20	0
516.05	3346733	130179	3346733	13965803520	800.0	20	0
517.05	3346733	130179	3346733	13968429056	807.8	20	0
518.05	3346733	130179	3346733	13971353600	799.8	20	0
519.06	3346733	130179	3346733	13974073344	807.7	20	0
520.06	3346733	130179	3346733	13976956928	799.7	20	0
521.06	3346733	130179	3346733	13979881472	799.6	20	0
522.07	3346733	130179	3346733	13981552640	807.6	20	0
523.07	3346733	130179	3346733	13985009664	800.0	20	0
524.08	3346733	130179	3346733	13988421632	807.6	20	0
525.08	3346733	130179	3346733	13990924288	799.7	20	0
526.08	3346733	130179	3346733	13993709568	800.0	20	0
527.09	3346733	130179	3346733	13996351488	807.8	20	0
528.09	3346733	130179	3346733	13999566848	799.7	20	0
529.10	3346733	130179	3346733	14002589696	807.6	20	0
530.10	3346733	130179	3346733	14004867072	799.7	20	0
531.10	3346733	130179	3346733	14008520704	799.8	20	0
532.11	3346733	130179	3346733	14010875904	807.7	20	0
533.11	3346733	130179	3346733	14013673472	799.8	20	0
534.12	3346733	130179	3346733	14016806912	807.8	20	0
535.12	3346733	130179	3346733	14019334144	799.8	20	0
536.12	3346733	130179	3346733	14022356992	800.0	20	0
537.13	3346733	130179	3346733	14024986624	807.8	20	0
538.13	3346733	130179	3346733	14028079104	799.8	20	0
539.14	3346733	130179	3346733	14030614528	799.6	20	0
540.14	3346733	130179	3346733	14033575936	807.5	20	0
541.14	3346733	130179	3346733	14035603456	799.9	20	0
542.15	3346733	130179	3346733	14038228992	807.7	20	0
543.15	3346733	130179	3346733	14040838144	799.9	20	0
544.16	3346733	130179	3346733	14043062272	799.7	20	0
545.16	3346733	130179	3346733	14046248960	807.8	20	0
546.16	3346733	130179	3346733	14049005568	800.4	20	0
547.17	3346733	130179	3346733	14051975168	807.3	20	0
548.17	3346733	130179	3346733	14054420480	799.8	20	0
549.17	3346733	132536	3346733	14060453888	839.9	20	0
550.18	3346733	138509	3346733	14068928512	912.8	20	0
551.18	3346733	144499	3346733	14078328832	902.9	20	0
552.19	3346733	148106	3346733	14083837952	870.8	20	0
553.19	3346733	148106	3346733	14085394432	799.6	20	0
554.19	3346733	148106	3346733	14088343552	799.8	20	0
555.20	3346733	148106	3346733	14090833920	807.7	20	0
556.20	3346733	148106	3346733	14093123584	799.9	20	0
557.21	3346733	148106	3346733	14095523840	807.8	20	0
558.21	3346733	148106	3346733	14098468864	799.8	20	0
559.21	3346733	148106	3346733	14100996096	799.5	20	0
560.22	3346733	148106	3346733	14103752704	807.7	20	0
561.22	3346733	148106	3346733	14106271744	799.7	20	0
562.23	3346733	148106	3346733	14108987392	808.0	20	0
563.23	3346733	148106	3346733	14111440896	799.8	20	0
564.23	3346733	148106	3346733	14114902016	799.9	20	0
565.24	3346733	148106	3346733	14118510592	807.7	20	0
566.24	3346733	148106	3346733	14121152512	799.9	20	0
567.25	3346733	148106	3346733	14123589632	807.9	20	0
568.25	3346733	148106	3346733	14126518272	799.8	20	0
569.25	3346733	148106	3346733	14129561600	799.8	20	0
570.26	3346733	148106	3346733	14132637696	807.7	20	0
571.26	3346733	148106	3346733	14135562240	799.5	20	0
572.27	3346733	148106	3346733	14137630720	807.8	20	0
573.27	3346733	148106	3346733	14140493824	799.5	20	0
574.27	3346733	148106	3346733	14143619072	799.5	20	0
575.28	3346733	148106	3346733	14146031616	807.7	20	0
576.28	3346733	148106	3346733	14149038080	799.8	20	0
577.29	3346733	148106	3346733	14151528448	807.7	20	0
578.29	3346733	148106	3346733	14154502144	799.7	20	0
579.30	3346733	148106	3346733	14157250560	799.7	20	0
580.30	3346733	148106	3346733	14161223680	807.7	20	0
581.30	3346733	148106	3346733	14165266432	799.7	20	0
582.31	3346733	148106	3346733	14169792512	807.7	20	0
583.31	3346733	148106	3346733	14174162944	799.7	20	0
584.32	3346733	148106	3346733	14178594816	807.8	20	0
585.32	3346733	148106	3346733	14182723584	800.0	20	0
586.32	3346733	148106	3346733	14187360256	800.1	20	0
587.33	3346733	148106	3346733	14192058368	807.6	20	0
588.33	3346733	148106	3346733	14196301824	799.7	20	0
589.34	3346733	148106	3346733	14200684544	808.0	20	0
590.34	3346733	148106	3346733	14205177856	800.5	20	0
591.34	3346733	148106	3346733	14209314816	800.8	20	0
592.35	3346733	148106	3346733	14213292032	808.8	20	0
593.35	3346733	148106	3346733	14216925184	800.9	20	0
594.36	3346733	148106	3346733	14221578240	808.3	20	0
595.36	3346733	148106	3346733	14225960960	800.9	20	0
596.36	3346733	148106	3346733	14230499328	800.4	20	0
597.37	3346733	148106	3346733	14235283456	808.7	20	0
598.37	3346733	148106	3346733	14239182848	801.1	20	0
599.38	3346733	148106	3346733	14244163584	801.0	20	0
600.38	3346733	148106	3346733	14247735296	808.1	20	0
601.38	3346733	148106	3346733	14252511232	800.7	20	0
602.39	3346733	148106	3346733	14256332800	808.7	20	0
603.39	3346733	148106	3346733	14260932608	799.6	20	0
604.40	3346733	148106	3346733	14265397248	799.8	20	0
605.40	3346733	148106	3346733	14269591552	808.4	20	0
606.40	3346733	148106	3346733	14273810432	799.7	20	0
607.41	3346733	148106	3346733	14278483968	808.0	20	0
608.41	3346733	148106	3346733	14282600448	799.6	20	0
609.41	3346733	148106	3346733	14286155776	800.3	20	0
610.42	3346733	148106	3346733	14290960384	807.9	20	0
611.42	3346733	148106	3346733	14294310912	800.4	20	0
612.43	3346733	148106	3346733	14298447872	808.6	20	0
613.43	3346733	148106	3346733	14303551488	800.6	20	0
614.43	3346733	148106	3346733	14307504128	801.3	20	0
615.44	3346733	148106	3346733	14311555072	807.8	20	0
616.44	3346733	148106	3346733	14315282432	800.6	20	0
617.45	3346733	148106	3346733	14319804416	808.7	20	0
618.45	3346733	148106	3346733	14324371456	801.0	20	0
619.45	3346733	148106	3346733	14328610816	800.4	20	0
620.46	3346733	148106	3346733	14331514880	808.4	20	0
621.46	3346733	148106	3346733	14336389120	801.5	20	0
622.47	3346733	148106	3346733	14340161536	807.8	20	0
623.47	3346733	148106	3346733	14345170944	800.7	20	0
624.47	3346733	148106	3346733	14349602816	800.7	20	0
625.48	3346733	148106	3346733	14354345984	808.6	20	0
626.48	3346733	148106	3346733	14357999616	800.5	20	0
627.49	3346733	148106	3346733	14362554368	808.9	20	0
628.49	3346733	148106	3346733	14366060544	800.4	20	0
629.49	3346733	148106	3346733	14370037760	800.6	20	0
630.50	3346733	148106	3346733	14375272448	808.9	20	0
631.50	3346733	148106	3346733	14378655744	800.7	20	0
632.51	3346733	148106	3346733	14384070656	801.1	20	0
633.51	3346733	148106	3346733	14389542912	808.1	20	0
634.51	3346733	148106	3346733	14394425344	800.0	20	0
635.52	3346733	148106	3346733	14399418368	807.7	20	0
636.52	3346733	148666	3346733	14403289088	810.6	20	0
637.53	3346733	148666	3346733	14404861952	800.6	20	0
638.53	3346733	148666	3346733	14406500352	808.5	20	0
639.53	3346733	148666	3346733	14408351744	801.2	20	0
640.54	3346733	148666	3346733	14410059776	809.1	20	0
641.54	3346733	148666	3346733	14411636736	800.9	20	0
642.55	3346733	148666	3346733	14412759040	800.9	20	0
643.55	3346733	148666	3346733	14414385152	808.5	20	0
644.55	3346733	148666	3346733	14416207872	801.0	20	0
645.56	3346733	148666	3346733	14418239488	808.8	20	0
646.56	3346733	148666	3346733	14419333120	800.8	20	0
647.56	3346733	148666	3346733	14420709376	800.7	20	0
648.57	3346733	148666	3346733	14423056384	808.7	20	0
649.57	3346733	148666	3346733	14424399872	800.2	20	0
650.58	3346733	148666	3346733	14425919488	807.7	20	0
651.58	3346733	148666	3346733	14427463680	799.8	20	0
652.58	3346733	148666	3346733	14428811264	799.7	20	0
653.59	3346733	148666	3346733	14430248960	807.7	20	0
654.59	3346733	148666	3346733	14431846400	799.8	20	0
655.60	3346733	148666	3346733	14433722368	807.7	20	0
656.60	3346733	148666	3346733	14435450880	799.8	20	0
657.60	3346733	148666	3346733	14436933632	799.8	20	0
658.61	3346733	148666	3346733	14438612992	807.8	20	0
659.61	3346733	148666	3346733	14440374272	799.8	20	0
660.62	3346733	148666	3346733	14442086400	800.6	20	0
661.62	3346733	148666	3346733	14443798528	807.1	20	0
662.62	3346733	148666	3346733	14443012096	799.9	20	0
663.63	3346733	148666	3346733	14444941312	807.7	20	0
664.63	3346733	148666	3346733	14446108672	799.7	20	0
665.64	3346733	148666	3346733	14448357376	799.9	20	0
666.64	3346733	148666	3346733	14449795072	807.8	20	0
667.64	3346733	148666	3346733	14451208192	799.7	20	0
668.65	3346733	148666	3346733	14453313536	807.9	20	0
669.65	3346733	148666	3346733	14454730752	799.8	20	0
670.65	3346733	148666	3346733	14456569856	799.8	20	0
671.66	3346733	148666	3346733	14458261504	807.8	20	0
672.66	3346733	149422	3346733	14460837888	812.0	20	0
673.67	3346733	155361	3346733	14467076096	912.0	20	0
674.67	3346733	161364	3346733	14473199616	902.8	20	0
675.67	3346733	167354	3346733	14479138816	902.9	20	0
676.68	3346733	173347	3346733	14485401600	912.3	20	0
677.68	3346733	179353	3346733	14491738112	903.2	20	0
678.69	3346733	185410	3346733	14497853440	911.7	20	0
679.69	3346733	185937	3346733	14498402304	809.1	20	0
680.69	3346733	185937	3346733	14498205696	799.9	20	0
681.70	3346733	185937	3346733	14498013184	807.7	20	0
682.70	3346733	185937	3346733	14497517568	799.8	20	0
683.71	3346733	185937	3346733	14497579008	807.8	20	0
684.71	3346733	185937	3346733	14497841152	799.6	20	0
685.71	3346733	185937	3346733	14497992704	799.8	20	0
686.72	3346733	185937	3346733	14497849344	807.7	20	0
687.72	3346733	185937	3346733	14497861632	799.6	20	0
688.73	3346733	185937	3346733	14498140160	807.6	20	0
689.73	3346733	185937	3346733	14498131968	799.6	20	0
690.73	3346733	185937	3346733	14498279424	799.8	20	0
691.74	3346733	185937	3346733	14497525760	807.7	20	0
692.74	3346733	185937	3346733	14497775616	799.6	20	0
693.75	3346733	185937	3346733	14498226176	806.7	20	0
694.75	3346733	185937	3346733	14498177024	800.7	20	0
695.75	3346733	185937	3346733	14497693696	799.6	20	0
696.76	3346733	185937	3346733	14497439744	807.8	20	0
697.76	3346733	185937	3346733	14497628160	799.6	20	0
698.77	3346733	185937	3346733	14497910784	799.7	20	0
699.77	3346733	185937	3346733	14498299904	807.6	20	0
700.77	3346733	185937	3346733	14497939456	799.8	20	0
701.78	3346733	185937	3346733	14497710080	807.8	20	0
702.78	3346733	185937	3346733	14498091008	799.9	20	0
703.78	3346733	185937	3346733	14498131968	799.8	20	0
704.79	3346733	185937	3346733	14498357248	807.7	20	0
705.79	3346733	185937	3346733	14498164736	799.6	20	0
706.80	3346733	185937	3346733	14498045952	807.5	20	0
707.80	3346733	185937	3346733	14497792000	800.0	20	0
708.80	3346733	185937	3346733	14497742848	799.8	20	0
709.81	3346733	185937	3346733	14498111488	807.6	20	0
710.81	3346733	185937	3346733	14497918976	799.7	20	0
711.82	3346733	185937	3346733	14497714176	799.7	20	0
712.82	3346733	185937	3346733	14497902592	807.8	20	0
713.82	3346733	185937	3346733	14498009088	799.8	20	0
714.83	3346733	185937	3346733	14498041856	807.7	20	0
715.83	3346733	185937	3346733	14497910784	799.9	20	0
716.84	3346733	185937	3346733	14497914880	800.2	20	0
717.84	3346733	185937	3346733	14497992704	807.7	20	0
718.84	3346733	185937	3346733	14497857536	800.0	20	0
719.85	3346733	185937	3346733	14497988608	807.9	20	0
720.85	3346733	185937	3346733	14497718272	799.8	20	0
721.85	3346733	185937	3346733	14497435648	799.9	20	0
722.86	3346733	185937	3346733	14497779712	807.8	20	0
723.86	3346733	185937	3346733	14498086912	799.8	20	0
724.87	3346733	185937	3346733	14497845248	807.8	20	0
725.87	3346733	185937	3346733	14497636352	799.9	20	0
726.87	3346733	185937	3346733	14497525760	799.9	20	0
727.88	3346733	185937	3346733	14497398784	807.9	20	0
728.88	3346733	185937	3346733	14497841152	799.9	20	0
729.89	3346733	185937	3346733	14497452032	807.8	20	0
730.89	3346733	185937	3346733	14497402880	799.8	20	0
731.89	3346733	185937	3346733	14497509376	800.0	20	0
732.90	3346733	185937	3346733	14497656832	807.9	20	0
733.90	3346733	185937	3346733	14497923072	799.9	20	0
734.91	3346733	185937	3346733	14498004992	799.9	20	0
735.91	3346733	186465	3346733	14499160064	816.4	20	0
736.91	3346733	192440	3346733	14505152512	903.6	20	0
737.92	3346733	198482	3346733	14511464448	912.1	20	0
738.92	3346733	204518	3346733	14517649408	903.3	20	0
739.93	3346733	204666	3346733	14517862400	802.9	20	0
740.93	3346733	204666	3346733	14517592064	807.8	20	0
741.93	3346733	204666	3346733	14517399552	799.8	20	0
742.94	3346733	204666	3346733	14517346304	807.6	20	0
743.94	3346733	204666	3346733	14517145600	799.9	20	0
744.94	3346733	204666	3346733	14517334016	799.7	20	0
745.95	3346733	204666	3346733	14517198848	807.7	20	0
746.95	3346733	204666	3346733	14517084160	799.8	20	0
747.96	3346733	204666	3346733	14517186560	807.8	20	0
748.96	3346733	204666	3346733	14517329920	799.8	20	0
749.96	3346733	204666	3346733	14516985856	800.4	20	0
750.97	3346733	204666	3346733	14517485568	807.1	20	0
751.97	3346733	204666	3346733	14517243904	799.9	20	0
752.98	3346733	204666	3346733	14517383168	807.8	20	0
753.98	3346733	204666	3346733	14517293056	799.7	20	0
754.98	3346733	204666	3346733	14517555200	799.8	20	0
755.99	3346733	204666	3346733	14517641216	807.6	20	0
756.99	3346733	204666	3346733	14517440512	799.5	20	0
758.00	3346733	204666	3346733	14517563392	807.9	20	0
759.00	3346733	204666	3346733	14517870592	799.8	20	0
760.00	3346733	204666	3346733	14517764096	799.6	20	0
761.01	3346733	204666	3346733	14517972992	807.7	20	0
762.01	3346733	204666	3346733	14517821440	799.7	20	0
763.02	3346733	204666	3346733	14517768192	807.6	20	0
764.02	3346733	204666	3346733	14517886976	799.5	20	0
765.02	3346733	204666	3346733	14517821440	799.6	20	0
766.03	3346733	204666	3346733	14517972992	807.5	20	0
767.03	3346733	204666	3346733	14517964800	799.7	20	0
768.04	3346733	204666	3346733	14517911552	799.6	20	0
769.04	3346733	204666	3346733	14517751808	807.7	20	0
770.04	3346733	204666	3346733	14517837824	799.6	20	0
771.05	3346733	204666	3346733	14517972992	807.6	20	0
772.05	3346733	204666	3346733	14517751808	799.9	20	0
773.06	3346733	204666	3346733	14517751808	799.8	20	0
774.06	3346733	204666	3346733	14517837824	807.9	20	0
775.06	3346733	204666	3346733	14517571584	800.2	20	0
776.07	3346733	204666	3346733	14517055488	808.5	20	0
777.07	3346733	204666	3346733	14517047296	800.3	20	0
778.08	3346733	204666	3346733	14517039104	808.6	20	0
779.08	3346733	204666	3346733	14517186560	799.8	20	0
780.08	3346733	204666	3346733	14517207040	799.9	20	0
781.09	3346733	204666	3346733	14516973568	807.6	20	0
782.09	3346733	204666	3346733	14516932608	799.7	20	0
783.10	3346733	204666	3346733	14518697984	808.3	20	0
784.10	3346733	204666	3346733	14521708544	800.5	20	0
785.10	3346733	204666	3346733	14524358656	799.9	20	0
786.11	3346733	204666	3346733	14527086592	807.6	20	0
787.11	3346733	204666	3346733	14530183168	800.2	20	0
788.12	3346733	204666	3346733	14532595712	800.0	20	0
789.12	3346733	204666	3346733	14535675904	807.6	20	0
790.12	3346733	204666	3346733	14538346496	799.7	20	0
791.13	3346733	204666	3346733	14541475840	807.7	20	0
792.13	3346733	204666	3346733	14544113664	799.8	20	0
793.14	3346733	204666	3346733	14546059264	799.6	20	0
794.14	3346733	204666	3346733	14548926464	807.7	20	0
795.14	3346733	204666	3346733	14551969792	799.5	20	0
796.15	3346733	204666	3346733	14554312704	807.4	20	0
797.15	3346733	204666	3346733	14557077504	799.7	20	0
798.16	3346733	204666	3346733	14560296960	807.7	20	0
799.16	3346733	204666	3346733	14563713024	799.8	20	0
800.16	3346733	204666	3346733	14566322176	799.8	20	0
801.17	3346733	204666	3346733	14568919040	807.4	20	0
802.17	3346733	204666	3346733	14572011520	800.8	20	0
803.18	3346733	204666	3346733	14575529984	807.3	20	0
804.18	3346733	204666	3346733	14577848320	799.8	20	0
805.18	3346733	204666	3346733	14580297728	799.8	20	0
806.19	3346733	204666	3346733	14584872960	808.0	20	0
807.19	3346733	204666	3346733	14587961344	800.0	20	0
808.20	3346733	204666	3346733	14590693376	807.7	20	0
809.20	3346733	204666	3346733	14593523712	799.7	20	0
810.20	3346733	204666	3346733	14595981312	799.8	20	0
811.21	3346733	204666	3346733	14599090176	807.8	20	0
812.21	3346733	204666	3346733	14601711616	800.0	20	0
813.22	3346733	204666	3346733	14604161024	807.5	20	0
814.22	3346733	204666	3346733	14607396864	799.7	20	0
815.22	3346733	204666	3346733	14609465344	799.7	20	0
816.23	3346733	204666	3346733	14611697664	807.8	20	0
817.23	3346733	204666	3346733	14614740992	799.7	20	0
818.24	3346733	204666	3346733	14617276416	807.6	20	0
819.24	3346733	204666	3346733	14620463104	799.7	20	0
820.24	3346733	204666	3346733	14622769152	799.7	20	0
821.25	3346733	204666	3346733	14625628160	807.7	20	0
822.25	3346733	204666	3346733	14628282368	799.8	20	0
823.26	3346733	204666	3346733	14630379520	807.8	20	0
824.26	3346733	204666	3346733	14633365504	799.7	20	0
825.26	3346733	204666	3346733	14636191744	799.6	20	0
826.27	3346733	204666	3346733	14638874624	807.7	20	0
827.27	3346733	204666	3346733	14641922048	799.9	20	0
828.28	3346733	204666	3346733	14645477376	807.9	20	0
829.28	3346733	204666	3346733	14648373248	799.8	20	0
830.28	3346733	204666	3346733	14650474496	799.6	20	0
831.29	3346733	204666	3346733	14653079552	807.8	20	0
832.29	3346733	204666	3346733	14655803392	799.8	20	0
833.30	3346733	204666	3346733	14658490368	799.8	20	0
834.30	3346733	204666	3346733	14661591040	807.8	20	0
835.30	3346733	204666	3346733	14663249920	799.7	20	0
836.31	3346733	204666	3346733	14665904128	807.8	20	0
837.31	3346733	204666	3346733	14668619776	799.9	20	0
838.32	3346733	204666	3346733	14671179776	799.8	20	0
839.32	3346733	204666	3346733	14673944576	807.8	20	0
840.32	3346733	204666	3346733	14675939328	799.7	20	0
841.33	3346733	204666	3346733	14678839296	807.8	20	0
842.33	3346733	204666	3346733	14681526272	800.0	20	0
843.34	3346733	204666	3346733	14684250112	799.6	20	0
844.34	3346733	204666	3346733	14687244288	807.8	20	0
845.34	3346733	204666	3346733	14690107392	799.7	20	0
846.35	3346733	204666	3346733	14692683776	807.7	20	0
847.35	3346733	204666	3346733	14695981056	800.0	20	0
848.36	3346733	204666	3346733	14698139648	799.8	20	0
849.36	3346733	204666	3346733	14701006848	807.7	20	0
850.36	3346733	204666	3346733	14703910912	800.1	20	0
851.37	3346733	204666	3346733	14706573312	807.8	20	0
852.37	3346733	204666	3346733	14710063104	800.0	20	0
853.37	3346733	204666	3346733	14712430592	800.1	20	0
854.38	3346733	204666	3346733	14715437056	807.7	20	0
855.38	3346733	204666	3346733	14718525440	800.0	20	0
856.39	3346733	204666	3346733	14721622016	807.9	20	0
857.39	3346733	204666	3346733	14723686400	799.7	20	0
858.39	3346733	204666	3346733	14726066176	799.6	20	0
859.40	3346733	204666	3346733	14728392704	807.6	20	0
860.40	3346733	204666	3346733	14730809344	799.5	20	0
861.41	3346733	204666	3346733	14732914688	807.6	20	0
862.41	3346733	204666	3346733	14735360000	799.5	20	0
863.41	3346733	210080	3346733	14743867392	893.1	20	0
864.42	3346733	216022	3346733	14752530432	912.4	20	0
865.42	3346733	221981	3346733	14761443328	903.5	20	0
866.43	3346733	227925	3346733	14769930240	911.7	20	0
867.43	3346733	233818	3346733	14778089472	903.2	20	0
868.43	3346733	239746	3346733	14786609152	903.3	20	0
869.44	3346733	242016	3346733	14791577600	848.6	20	0
870.44	3346733	242016	3346733	14794162176	799.7	20	0
871.45	3346733	242016	3346733	14796386304	807.6	20	0
872.45	3346733	242016	3346733	14798471168	799.8	20	0
873.45	3346733	242016	3346733	14800863232	799.5	20	0
874.46	3346733	242016	3346733	14803480576	807.8	20	0
875.46	3346733	242016	3346733	14806011904	799.8	20	0
876.47	3346733	242016	3346733	14808576000	807.6	20	0
877.47	3346733	242016	3346733	14811004928	799.7	20	0
878.47	3346733	242016	3346733	14814035968	799.8	20	0
879.48	3346733	242016	3346733	14816595968	807.7	20	0
880.48	3346733	242016	3346733	14819471360	800.0	20	0
881.49	3346733	242016	3346733	14822825984	808.0	20	0
882.49	3346733	242016	3346733	14825263104	799.8	20	0
883.49	3346733	242016	3346733	14827761664	799.9	20	0
884.50	3346733	242016	3346733	14831329280	807.5	20	0
885.50	3346733	242016	3346733	14833913856	799.9	20	0
886.51	3346733	242016	3346733	14836310016	807.8	20	0
887.51	3346733	242016	3346733	14839455744	799.7	20	0
888.51	3346733	242016	3346733	14842662912	799.7	20	0
889.52	3346733	242016	3346733	14845497344	807.9	20	0
890.52	3346733	242016	3346733	14848360448	799.8	20	0
891.53	3346733	242016	3346733	14850768896	807.7	20	0
892.53	3346733	242016	3346733	14853627904	799.9	20	0
893.53	3346733	242016	3346733	14856826880	799.7	20	0
894.54	3346733	242016	3346733	14860091392	807.8	20	0
895.54	3346733	242016	3346733	14862249984	800.3	20	0
896.55	3346733	242016	3346733	14865186816	807.3	20	0
897.55	3346733	242016	3346733	14868398080	799.9	20	0
898.55	3346733	242016	3346733	14870777856	799.7	20	0
899.56	3346733	242016	3346733	14874169344	808.0	20	0
900.56	3346733	242016	3346733	14877339648	799.7	20	0
901.57	3346733	242016	3346733	14880092160	807.9	20	0
902.57	3346733	242016	3346733	14883717120	800.1	20	0
903.57	3346733	242016	3346733	14886932480	799.7	20	0
904.58	3346733	242016	3346733	14889435136	807.8	20	0
905.58	3346733	242016	3346733	14892646400	800.0	20	0
906.59	3346733	242016	3346733	14896091136	807.7	20	0
907.59	3346733	242016	3346733	14899191808	799.8	20	0
908.59	3346733	242016	3346733	14901596160	799.7	20	0
909.60	3346733	242016	3346733	14903828480	807.6	20	0
910.60	3346733	242016	3346733	14907441152	799.8	20	0
911.61	3346733	242016	3346733	14909612032	800.6	20	0
912.61	3346733	242016	3346733	14912307200	806.8	20	0
913.61	3346733	242016	3346733	14915223552	799.8	20	0
914.62	3346733	242016	3346733	14917926912	807.4	20	0
915.62	3346733	242016	3346733	14920617984	799.6	20	0
916.63	3346733	242016	3346733	14923096064	807.7	20	0
917.63	3346733	242016	3346733	14925881344	799.8	20	0
918.63	3346733	242016	3346733	14928130048	800.1	20	0
919.64	3346733	242016	3346733	14931828736	807.5	20	0
920.64	3346733	242016	3346733	14934052864	799.9	20	0
921.65	3346733	242016	3346733	14937378816	799.9	20	0
922.65	3346733	242016	3346733	14941048832	807.8	20	0
923.65	3346733	242016	3346733	14943907840	799.9	20	0
924.66	3346733	243054	3346733	14948106240	825.8	20	0
925.66	3346733	248961	3346733	14956621824	903.6	20	0
926.67	3346733	254858	3346733	14965436416	904.1	20	0
927.67	3346733	260489	3346733	14974021632	908.8	20	0
928.67	3346733	260489	3346733	14976434176	800.0	20	0
929.68	3346733	260489	3346733	15156006912	808.1	20	0
930.68	3346733	260489	3346733	14980624384	798.5	20	0
931.69	3346733	260489	3346733	14983245824	800.4	20	0
932.69	3346733	260489	3346733	14985711616	807.2	20	0
933.69	3346733	260489	3346733	14988136448	799.8	20	0
934.70	3346733	260489	3346733	14991290368	807.8	20	0
935.70	3346733	260489	3346733	14993297408	799.7	20	0
936.71	3346733	260489	3346733	14996180992	800.7	20	0
937.71	3346733	260489	3346733	14998597632	806.9	20	0
938.71	3346733	260489	3346733	15001305088	799.7	20	0
939.72	3346733	260489	3346733	15004151808	807.9	20	0
940.72	3346733	260489	3346733	15006846976	799.6	20	0
941.73	3346733	260489	3346733	15009406976	799.6	20	0
942.73	3346733	260489	3346733	15012466688	807.8	20	0
943.73	3346733	260489	3346733	15015329792	799.9	20	0
944.74	3346733	260489	3346733	15018004480	807.6	20	0
945.74	3346733	260489	3346733	15020478464	799.9	20	0
946.75	3346733	260489	3346733	15023288320	800.1	20	0
947.75	3346733	260489	3346733	15026479104	807.5	20	0
948.75	3346733	260489	3346733	15029080064	799.6	20	0
949.76	3346733	260489	3346733	15031259136	807.7	20	0
950.76	3346733	260489	3346733	15034019840	800.4	20	0
951.77	3346733	260489	3346733	15037267968	799.5	20	0
952.77	3346733	260489	3346733	15040278528	807.9	20	0
953.77	3346733	260489	3346733	15042445312	799.9	20	0
954.78	3346733	260489	3346733	15045619712	807.7	20	0
955.78	3346733	260489	3346733	15048286208	799.7	20	0
956.78	3346733	260489	3346733	15051382784	799.8	20	0
957.79	3346733	260489	3346733	15053492224	807.7	20	0
958.79	3346733	260489	3346733	15057338368	799.9	20	0
959.80	3346733	260489	3346733	15059890176	807.7	20	0
960.80	3346733	260489	3346733	15062429696	799.8	20	0
961.80	3346733	260489	3346733	15065042944	800.0	20	0
962.81	3346733	260489	3346733	15068049408	807.8	20	0
963.81	3346733	260489	3346733	15071100928	799.9	20	0
964.82	3346733	260489	3346733	15073615872	807.7	20	0
965.82	3346733	260489	3346733	15075983360	799.8	20	0
966.82	3346733	260489	3346733	15079067648	799.8	20	0
967.83	3346733	260489	3346733	15081971712	807.8	20	0
968.83	3346733	260489	3346733	15083831296	799.9	20	0
969.84	3346733	260489	3346733	15086673920	807.0	20	0
970.84	3346733	260489	3346733	15088955392	799.6	20	0
971.84	3346733	260489	3346733	15091384320	799.6	20	0
972.85	3346733	260489	3346733	15094804480	807.7	20	0
973.85	3346733	260489	3346733	15097319424	799.8	20	0
974.86	3346733	260489	3346733	15099842560	807.6	20	0
975.86	3346733	260489	3346733	15102640128	799.8	20	0
976.86	3346733	260489	3346733	15105724416	799.9	20	0
977.87	3346733	260489	3346733	15108276224	807.7	20	0
978.87	3346733	260489	3346733	15111020544	799.8	20	0
979.88	3346733	260489	3346733	15113576448	799.7	20	0
980.88	3346733	260489	3346733	15116447744	807.8	20	0
981.88	3346733	260489	3346733	15119589376	799.9	20	0
982.89	3346733	260489	3346733	15121924096	807.7	20	0
983.89	3346733	260489	3346733	15125278720	800.2	20	0
984.90	3346733	260489	3346733	15127347200	799.3	20	0
985.90	3346733	260489	3346733	15130480640	807.9	20	0
986.90	3346733	260489	3346733	15133380608	799.9	20	0
