t_s	temp_kb	out_kb	converted_kb	mem_bytes	anon_bytes	cpu_pct	pids	fifos
0.00	0	0	0	6393856	327680	61.2	2	0
1.00	0	0	0	380358656	355246080	98.5	2	0
2.01	0	0	0	756359168	725377024	100.0	2	0
3.01	0	1	0	1341640704	1310265344	101.0	2	0
4.01	0	1	0	1733857280	1692151808	100.0	2	0
5.02	0	1	0	2123022336	2078511104	101.0	2	0
6.02	0	1	0	2536566784	2492665856	100.0	2	0
7.03	0	1	0	2754433024	2709692416	100.0	2	0
8.03	0	2	0	4721975296	4670238720	176.5	30	8
9.03	0	2	0	11904544768	11838959616	398.8	30	8
10.04	0	102	0	15810523136	15727034368	974.3	50	8
11.04	0	318	0	15831941120	15748198400	1622.6	50	8
12.05	0	418	0	15850024960	15765135360	1634.1	50	8
13.06	0	584	0	15876513792	15791439872	1599.4	50	8
14.06	0	717	0	15906619392	15820963840	1440.0	50	8
15.06	0	1297	0	15918071808	15833272320	1467.6	50	8
16.07	0	1595	0	15931518976	15845859328	1419.7	50	8
17.07	0	1595	0	15946940416	15861932032	1496.9	50	8
18.08	0	1728	0	15960477696	15874949120	1463.6	50	8
19.09	0	2456	0	15979376640	15893491712	1474.4	50	8
20.09	0	2456	0	15989362688	15905480704	1451.7	50	8
21.10	0	2869	0	16001802240	15917121536	1445.9	50	8
22.10	0	2869	0	16014430208	15929241600	1440.3	50	8
23.11	0	3167	0	16027787264	15942377472	1532.8	50	8
24.11	0	3167	0	16038748160	15953465344	1480.7	50	8
25.12	0	3167	0	16051675136	15965646848	1479.2	50	8
26.12	0	3167	0	16063959040	15978250240	1423.3	50	8
27.13	0	3167	0	16079613952	15993257984	1462.8	50	8
28.13	0	3167	0	16092594176	16007348224	1477.1	50	8
29.14	0	3167	0	16107737088	16024240128	1454.3	50	8
30.14	0	3167	0	16122593280	16038379520	1528.4	50	8
31.15	0	3597	0	16132284416	16047599616	1484.5	50	8
32.15	0	3597	0	16135372800	16050679808	1458.6	50	8
33.16	0	3597	0	16139685888	16055197696	1497.4	50	8
34.16	0	3597	0	16152571904	16068268032	1398.0	50	8
35.17	0	3597	0	16191717376	16107388928	1452.0	50	8
36.17	0	3597	0	16231067648	16146812928	1489.8	50	8
37.18	0	3597	0	16245358592	16161005568	1457.5	50	8
38.18	0	3597	0	16259817472	16174686208	1440.6	50	8
39.19	0	3597	0	16274194432	16189349888	1524.6	50	8
40.19	0	4027	0	16287891456	16201777152	1477.5	50	8
41.20	0	4027	0	16300351488	16214130688	1423.2	50	8
42.21	0	4027	0	16320139264	16234512384	1435.9	50	8
43.21	0	4027	0	16333955072	16248614912	1470.8	50	8
44.22	0	4027	0	16355422208	16269594624	1475.4	50	8
45.22	0	4027	0	16368963584	16283734016	1488.5	50	8
46.23	0	4027	0	16383557632	16297881600	1424.2	50	8
47.23	0	4027	0	16397516800	16311939072	1433.4	50	8
48.24	0	4027	0	16424599552	16339099648	1442.5	50	8
49.24	0	4027	0	16438390784	16352813056	1463.5	50	8
50.25	0	4027	0	16455417856	16369971200	1434.6	50	8
51.25	0	4027	0	16470519808	16384110592	1444.6	50	8
52.26	0	4027	0	16484474880	16397996032	1469.7	50	8
53.26	0	4027	0	16497614848	16411623424	1440.3	50	8
54.27	0	4027	0	16510599168	16425390080	1471.5	50	8
55.27	0	4027	0	16525262848	16438824960	1427.0	50	8
56.28	0	7375	0	16541388800	16451657728	1547.7	50	8
57.28	0	8220	0	16554205184	16464232448	1546.0	50	8
58.29	0	8220	0	16567275520	16476737536	1473.8	50	8
59.30	0	8220	0	16580165632	16489525248	1458.0	50	8
60.30	0	8220	0	16593248256	16502554624	1443.2	50	8
61.30	0	8220	0	16606511104	16516259840	1422.0	50	8
62.31	0	8220	0	16620269568	16529833984	1404.7	50	8
63.31	0	8220	0	16634056704	16543186944	1463.1	50	8
64.32	0	8220	0	16660287488	16569368576	1475.4	50	8
65.32	0	8220	0	16673271808	16583077888	1438.7	50	8
66.33	0	8220	0	16687538176	16597233664	1499.8	50	8
67.34	0	8220	0	16701530112	16610992128	1434.4	50	8
68.34	0	8220	0	16841158656	16750972928	1485.1	50	8
69.35	0	8220	0	16727687168	16637366272	1402.6	50	8
70.35	0	8220	0	16742182912	16651067392	1419.7	50	8
71.35	0	8220	0	16755486720	16664498176	1461.8	50	8
72.36	0	8220	0	16769056768	16678486016	1526.8	50	8
73.36	0	9638	0	16809791488	16716787712	1457.0	50	8
74.37	0	13270	0	16824508416	16728829952	1585.8	50	8
75.37	0	13270	0	16838258688	16741965824	1443.9	50	8
76.38	0	13270	0	16849686528	16754053120	1524.6	50	8
77.39	0	13270	0	16861700096	16766062592	1446.8	50	8
78.39	0	13270	0	16873644032	16778207232	1497.6	50	8
79.40	0	13270	0	16887173120	16792076288	1484.3	50	8
80.40	0	13270	0	16899817472	16803885056	1438.8	50	8
81.41	0	13270	0	16911921152	16816226304	1476.6	50	8
82.41	0	13270	0	16923234304	16828145664	1453.0	50	8
83.42	0	13270	0	16936300544	16840155136	1455.0	50	8
84.42	0	13270	0	16948232192	16851955712	1435.2	50	8
85.43	0	13270	0	16959561728	16864309248	1457.9	50	8
86.43	0	13270	0	16972427264	16876716032	1429.3	50	8
87.44	0	13270	0	16985976832	16889528320	1532.4	50	8
88.45	0	13270	0	16997900288	16901455872	1458.0	50	8
