t_s	temp_kb	out_kb	converted_kb	mem_bytes	anon_bytes	cpu_pct	pids	fifos
0.00	0	0	0	6156288	307200	62.4	2	0
1.00	0	0	0	647065600	631939072	98.6	2	0
2.01	0	0	0	898027520	874909696	100.0	2	0
3.01	0	0	0	1334489088	1301999616	101.0	2	0
4.01	0	1	0	1747255296	1702637568	100.0	2	0
5.02	0	1	0	2203504640	2157678592	101.0	2	0
6.02	0	1	0	2555961344	2508951552	100.0	2	0
7.03	0	1	0	2784948224	2735415296	100.0	2	0
8.03	80624	2	80624	2921615360	2787483648	101.0	2	0
9.03	350279	2	350279	3198214144	2784464896	100.0	2	0
10.04	620900	2	620900	3476307968	2784464896	101.0	2	0
11.04	667625	2	667625	4995186688	4250939392	99.8	6	0
12.05	667625	2	667625	6733807616	5984608256	111.8	13	0
13.05	667625	2	667625	8565776384	7813165056	302.7	13	0
14.05	667625	2	667625	9889071104	9133219840	329.1	16	0
15.06	667625	268	667625	9897037824	9141104640	411.3	16	0
16.06	667625	302	667625	9901035520	9144799232	400.9	16	0
17.07	667625	584	667625	9902161920	9146556416	405.2	16	0
18.07	667625	584	667625	9907920896	9154150400	404.0	16	0
19.07	667625	883	667625	9909669888	9155592192	405.3	16	0
20.08	667625	883	667625	9910538240	9155977216	404.0	16	0
21.08	667625	1181	667625	9912832000	9157447680	405.4	16	0
22.09	667625	1181	667625	9913626624	9158770688	404.1	16	0
23.09	667625	1214	667625	9915621376	9160564736	400.9	16	0
24.09	667625	1463	667625	9915760640	9160949760	404.5	16	0
25.10	667625	1744	667625	9915899904	9160994816	409.3	16	0
26.10	667625	1744	667625	9916579840	9161609216	400.2	16	0
27.11	667625	2042	667625	9918885888	9163022336	409.5	16	0
28.11	667625	2042	667625	9920290816	9164689408	400.2	16	0
29.11	667625	2323	667625	9921560576	9166118912	405.3	16	0
30.12	667625	2323	667625	9923219456	9167331328	404.1	16	0
31.12	667625	2356	667625	9925074944	9168699392	400.7	16	0
32.13	667625	2356	667625	9926631424	9170079744	404.2	16	0
33.13	667625	2604	667625	9928159232	9171230720	404.7	16	0
34.13	667625	2604	667625	9928761344	9171951616	400.1	16	0
35.14	667625	3184	667625	9929932800	9172217856	414.8	16	0
36.14	667625	3465	667625	9929539584	9172226048	405.5	16	0
37.15	667625	3465	667625	9930055680	9172246528	400.1	16	0
38.15	667625	3465	667625	9930297344	9173434368	404.0	16	0
39.15	667625	3465	667625	9931608064	9174671360	400.1	16	0
40.16	667625	4044	667625	9934180352	9176002560	414.7	16	0
41.16	667625	4044	667625	9935835136	9177358336	400.1	16	0
42.17	667625	4326	667625	9937969152	9178791936	405.4	16	0
43.17	667625	4326	667625	9938710528	9180336128	404.2	16	0
44.17	667625	4326	667625	9939218432	9181499392	400.0	16	0
45.18	667625	4326	667625	9941295104	9182937088	404.2	16	0
46.18	667625	4657	667625	9942835200	9184075776	406.1	16	0
47.19	667625	4657	667625	9944809472	9185648640	400.3	16	0
48.19	667625	4657	667625	9945972736	9187196928	404.0	16	0
49.19	667625	4657	667625	9947705344	9189257216	400.1	16	0
50.20	667625	4657	667625	9950179328	9191432192	404.1	16	0
51.20	667625	4657	667625	9952624640	9193754624	400.2	16	0
52.21	667625	4906	667625	9954598912	9195159552	404.8	16	0
53.21	667625	4906	667625	9954799616	9195913216	404.1	16	0
54.21	667625	6083	667625	9958744064	9198116864	420.9	16	0
55.22	667625	6083	667625	9958600704	9198231552	404.1	16	0
56.22	667625	6083	667625	9959129088	9198252032	400.2	16	0
57.23	667625	6083	667625	9958514688	9198256128	400.2	16	0
58.23	667625	6647	667625	9959821312	9198264320	414.4	16	0
59.23	667625	6647	667625	9959329792	9198272512	400.2	16	0
60.24	667625	6647	667625	9959378944	9198272512	404.1	16	0
61.24	667625	6647	667625	9960255488	9199202304	400.1	16	0
62.25	667625	6647	667625	9961918464	9200566272	400.1	16	0
63.25	667625	6647	667625	9963577344	9201905664	404.0	16	0
64.25	667625	6647	667625	9964306432	9203310592	400.2	16	0
65.26	667625	6647	667625	9965793280	9204838400	404.2	16	0
66.26	667625	7806	667625	9968844800	9206284288	420.8	16	0
67.26	667625	7806	667625	9970192384	9207762944	400.2	16	0
68.27	667625	7806	667625	9971118080	9209073664	404.0	16	0
69.27	667625	7806	667625	9971761152	9210253312	400.1	16	0
70.28	667625	8385	667625	9974476800	9211637760	414.5	16	0
71.28	667625	8385	667625	9975484416	9213005824	400.0	16	0
72.28	667625	8385	667625	9977028608	9214377984	400.2	16	0
73.29	667625	8385	667625	9979125760	9215733760	404.0	16	0
74.29	667625	8385	667625	9979871232	9217413120	400.3	16	0
75.30	667625	8385	667625	9981444096	9218662400	404.1	16	0
76.30	667625	8385	667625	9983012864	9219981312	400.1	16	0
77.30	667625	8385	667625	9984319488	9221332992	400.1	16	0
78.31	667625	9276	667625	9986646016	9222746112	420.1	16	0
79.31	667625	9276	667625	9987211264	9223876608	400.0	16	0
80.32	667625	9276	667625	9988681728	9225252864	404.1	16	0
81.32	667625	9276	667625	9990246400	9226752000	400.1	16	0
82.32	667625	9276	667625	9992794112	9228951552	400.1	16	0
83.33	667625	9276	667625	9994862592	9231269888	404.2	16	0
84.33	667625	9276	667625	9997209600	9233338368	400.1	16	0
85.34	667625	9276	667625	9999110144	9235320832	400.1	16	0
86.34	667625	9276	667625	10000953344	9237241856	403.9	16	0
87.34	667625	9276	667625	10002878464	9239183360	400.0	16	0
88.35	667625	9276	667625	10004021248	9241145344	404.0	16	0
89.35	667625	9539	667625	10005913600	9242910720	404.9	16	0
90.36	667625	9539	667625	10007117824	9243607040	400.1	16	0
91.36	667625	9539	667625	10008027136	9244504064	404.2	16	0
92.36	667625	9539	667625	10008428544	9245175808	399.9	16	0
93.37	667625	9539	667625	10008702976	9245937664	403.9	16	0
