t_s	temp_kb	out_kb	converted_kb	mem_bytes	anon_bytes	cpu_pct	pids	fifos
0.00	0	0	0	6131712	319488	32.6	2	0
1.00	0	0	0	645320704	629841920	98.5	2	0
2.01	0	0	0	898072576	873861120	101.0	2	0
3.01	0	1	0	1339531264	1309536256	100.0	2	0
4.01	0	1	0	1716731904	1675870208	100.0	2	0
5.02	0	1	0	2037727232	1992085504	101.0	2	0
6.02	0	1	0	2488152064	2444664832	100.0	2	0
7.03	0	1	0	2629619712	2586177536	101.0	2	0
8.03	0	2	0	3140681728	3094704128	100.0	2	0
9.03	0	2	0	3140636672	3094704128	100.0	2	0
10.04	391335	2	0	3541377024	3094704128	101.0	2	0
11.04	652000	3	0	6108200960	5384302592	202.4	32	8
12.05	652000	3	0	13414522880	12677140480	402.6	32	8
13.05	652298	3	0	16533979136	15781900288	1111.6	52	8
14.06	652710	3	0	16550236160	15798779904	1629.9	52	8
15.06	653289	3	0	16559747072	15807442944	1619.1	52	8
16.07	653818	3	0	16567037952	15814488064	1529.4	52	8
17.07	654313	3	0	16571273216	15818321920	1216.1	52	8
18.08	654461	3	0	16576942080	15824551936	1346.6	52	8
19.08	654578	3	0	16584777728	15831154688	1301.8	52	8
20.09	655995	3	0	16588025856	15833542656	1432.8	52	8
21.09	655995	3	0	16589287424	15834218496	1249.8	52	8
22.10	656754	3	0	16592080896	15836983296	1236.6	52	8
23.10	656754	3	0	16599416832	15844581376	1180.4	52	8
24.11	657413	3	0	16606343168	15850598400	1257.4	52	8
25.11	658306	3	0	16607961088	15851077632	1375.2	52	8
26.12	658604	3	0	16608780288	15851425792	1344.2	52	8
27.12	659065	3	0	16607518720	15851732992	1298.4	52	8
28.13	659362	3	0	16609558528	15852027904	1305.9	52	8
29.13	660618	3	0	16610983936	15852216320	1255.4	52	8
30.14	660734	3	0	16612302848	15852421120	1344.6	52	8
31.14	661378	3	0	16612999168	15852646400	1352.2	52	8
32.15	661659	3	0	16613052416	15852797952	1283.0	52	8
33.15	662963	3	0	16614924288	15853019136	1346.7	52	8
34.16	662963	3	0	16614764544	15853178880	1285.3	52	8
35.16	663722	3	0	16616591360	15853371392	1329.3	52	8
36.17	664004	3	0	16616218624	15853539328	1297.9	52	8
37.17	665078	3	0	16618090496	15853690880	1259.2	52	8
38.18	665276	3	0	16618024960	15853785088	1328.1	52	8
39.18	665573	3	0	16617586688	15853936640	1294.0	52	8
40.19	666315	3	0	16619130880	15854067712	1275.8	52	8
41.19	667009	3	0	16620449792	15854325760	1387.6	52	8
42.20	667601	3	0	16620662784	15854518272	1325.6	52	8
43.20	667898	3	0	16620953600	15854665728	1307.4	52	8
44.21	668640	3	0	16622034944	15854727168	1244.2	52	8
45.21	669349	3	0	16622567424	15854825472	1267.2	52	8
46.22	669944	3	0	16623742976	15855534080	1347.7	52	8
