t_s	temp_kb	out_kb	converted_kb	mem_bytes	anon_bytes	cpu_pct	pids	fifos
0.00	0	0	0	6156288	323584	34.1	2	0
1.00	0	0	0	596340736	559005696	98.7	2	0
2.01	0	0	0	898457600	872714240	100.0	2	0
3.01	0	0	0	1334456320	1301291008	101.0	2	0
4.01	0	1	0	1846038528	1797107712	100.0	2	0
5.02	0	1	0	2217865216	2171715584	101.0	2	0
6.02	0	1	0	2355257344	2308702208	100.0	2	0
7.03	0	1	0	2786734080	2740645888	100.0	2	0
8.03	100576	2	100576	2943336448	2788675584	101.0	2	0
9.03	374015	2	374015	3223990272	2785718272	100.0	2	0
10.04	647923	2	647923	3505123328	2785718272	100.0	2	0
11.04	921593	2	921593	3785764864	2785718272	101.0	2	0
12.04	1195546	2	1195546	4067082240	2785718272	100.0	2	0
13.05	1335250	3	1335250	5062258688	3634249728	100.8	6	0
14.05	1335250	3	1335250	6907871232	5476696064	100.0	6	0
15.06	1335250	3	1335250	8719339520	7282180096	393.4	15	0
16.06	1335250	3	1335250	10540433408	9100214272	504.2	15	0
17.06	1335250	3	1335250	12413587456	10967625728	883.9	24	0
18.07	1335250	3	1335250	14267174912	12819988480	995.2	33	0
19.07	1335250	3	1335250	16104017920	14652850176	1302.6	33	0
20.08	1335250	3	1335250	17210925056	15756726272	1455.2	38	0
21.08	1335250	3	1335250	17239060480	15783403520	1608.6	38	0
22.09	1335250	3	1335250	17270624256	15816413184	1623.0	38	0
23.09	1335250	20	1335250	17303998464	15848906752	1608.4	38	0
24.10	1335250	20	1335250	17322061824	15866773504	1623.7	38	0
25.11	1335250	1513	1335250	17344880640	15887785984	1658.5	38	0
26.11	1335250	2323	1335250	17360515072	15902949376	1647.6	38	0
27.12	1335250	2770	1335250	17373888512	15915667456	1639.7	38	0
28.12	1335250	2770	1335250	17385426944	15927250944	1609.2	38	0
29.13	1335250	2770	1335250	17396342784	15938854912	1623.0	38	0
30.13	1335250	2902	1335250	17404776448	15947005952	1611.9	38	0
31.14	1335250	3465	1335250	17411239936	15952850944	1642.3	38	0
32.15	1335250	3465	1335250	17422311424	15964327936	1608.5	38	0
33.15	1335250	3465	1335250	17436622848	15978004480	1624.1	38	0
34.16	1335250	3465	1335250	17481187328	16023052288	1607.6	38	0
35.16	1335250	4243	1335250	17497165824	16037638144	1649.1	38	0
36.17	1335250	5552	1335250	17511514112	16050991104	1666.7	38	0
37.17	1335250	5552	1335250	17523015680	16062570496	1609.1	38	0
38.18	1335250	5552	1335250	17534107648	16073650176	1623.4	38	0
39.18	1335250	5950	1335250	17542037504	16080789504	1619.6	38	0
40.19	1335250	6945	1335250	17549164544	16086446080	1657.5	38	0
41.20	1335250	6945	1335250	17555394560	16092549120	1609.3	38	0
42.20	1335250	6945	1335250	17563009024	16100601856	1622.8	38	0
43.21	1335250	6945	1335250	17572782080	16110301184	1624.2	38	0
44.21	1335250	6945	1335250	17586671616	16124043264	1607.9	38	0
45.22	1335250	6945	1335250	17600061440	16137932800	1623.9	38	0
46.22	1335250	6945	1335250	17613864960	16151330816	1608.7	38	0
47.23	1335250	6945	1335250	17627701248	16165605376	1623.6	38	0
48.23	1335250	7525	1335250	17643843584	16181903360	1627.9	38	0
49.24	1335250	7525	1335250	17658028032	16195235840	1622.7	38	0
50.25	1335250	7525	1335250	17672335360	16209125376	1609.3	38	0
51.25	1335250	7525	1335250	17685860352	16222801920	1623.4	38	0
52.26	1335250	7525	1335250	17707175936	16244494336	1624.1	38	0
53.26	1335250	7525	1335250	17723961344	16259506176	1608.1	38	0
54.27	1335250	7525	1335250	17738657792	16274538496	1623.8	38	0
55.27	1335250	7525	1335250	17753636864	16289796096	1608.3	38	0
56.28	1335250	9243	1335250	17768783872	16303341568	1680.7	38	0
57.29	1335250	9243	1335250	17779904512	16315645952	1608.6	38	0
58.29	1335250	9243	1335250	17793785856	16328445952	1624.5	38	0
59.30	1335250	9243	1335250	17808142336	16343089152	1622.7	38	0
60.30	1335250	9243	1335250	17820610560	16355180544	1608.4	38	0
61.31	1335250	9243	1335250	17834127360	16368201728	1623.2	38	0
62.31	1335250	9243	1335250	17848369152	16383217664	1608.0	38	0
63.32	1335250	9243	1335250	17863442432	16397860864	1623.5	38	0
64.32	1335250	10447	1335250	17879154688	16412344320	1648.2	38	0
65.33	1335250	13633	1335250	17897840640	16427487232	1728.5	38	0
66.34	1335250	13880	1335250	17944395776	16474157056	1618.8	38	0
67.34	1335250	13880	1335250	17954451456	16484179968	1621.7	38	0
68.35	1335250	13880	1335250	17962000384	16491905024	1623.8	38	0
69.35	1335250	13880	1335250	17969770496	16499904512	1608.0	38	0
70.36	1335250	13880	1335250	17978781696	16507985920	1623.4	38	0
71.36	1335250	13880	1335250	17985847296	16516194304	1608.3	38	0
72.37	1335250	13880	1335250	17993277440	16523972608	1623.4	38	0
73.38	1335250	16207	1335250	18004004864	16531595264	1686.0	38	0
74.38	1335250	16207	1335250	18012258304	16539758592	1622.9	38	0
75.39	1335250	16207	1335250	18035662848	16563666944	1624.1	38	0
76.39	1335250	16207	1335250	18066898944	16594264064	1608.5	38	0
77.40	1335250	16207	1335250	18040922112	16569016320	1622.1	38	0
78.40	1335250	16207	1335250	18054627328	16582623232	1608.2	38	0
79.41	1335250	16207	1335250	18068598784	16596135936	1623.9	38	0
80.42	1335250	16207	1335250	18081939456	16609370112	1608.0	38	0
81.42	1335250	16207	1335250	18094649344	16622919680	1624.1	38	0
82.43	1335250	16207	1335250	18108059648	16636014592	1623.2	38	0
83.43	1335250	16207	1335250	18122027008	16649220096	1608.3	38	0
84.44	1335250	16207	1335250	18135072768	16662798336	1623.3	38	0
85.44	1335250	16207	1335250	18148499456	16675880960	1608.4	38	0
86.45	1335250	16207	1335250	18162495488	16688615424	1622.6	38	0
87.45	1335250	16207	1335250	18174894080	16702066688	1608.5	38	0
88.46	1335250	16207	1335250	18188361728	16714805248	1623.5	38	0
89.47	1335250	16207	1335250	18200854528	16727810048	1609.0	38	0
90.47	1335250	16770	1335250	18214117376	16740757504	1641.7	38	0
91.48	1335250	16770	1335250	18227240960	16754180096	1623.3	38	0
92.48	1335250	16770	1335250	18240528384	16767164416	1608.0	38	0
93.49	1335250	16770	1335250	18253742080	16780521472	1622.7	38	0
94.49	1335250	16770	1335250	18267123712	16794066944	1609.1	38	0
95.50	1335250	16770	1335250	18280259584	16807170048	1623.0	38	0
96.51	1335250	18883	1335250	18293710848	16818581504	1677.7	38	0
97.51	1335250	20714	1335250	18306813952	16828833792	1684.8	38	0
98.52	1335250	22747	1335250	18319228928	16839274496	1692.0	38	0
99.52	1335250	22994	1335250	18329825280	16849989632	1617.5	38	0
100.53	1335250	22994	1335250	18341298176	16860880896	1622.4	38	0
101.53	1335250	22994	1335250	18351251456	16871559168	1607.9	38	0
102.54	1335250	22994	1335250	18362114048	16882085888	1624.3	38	0
103.55	1335250	22994	1335250	18372726784	16892436480	1608.8	38	0
104.55	1335250	22994	1335250	18383212544	16903094272	1622.8	38	0
105.56	1335250	22994	1335250	18392346624	16912949248	1622.7	38	0
106.56	1335250	22994	1335250	18403094528	16923422720	1608.1	38	0
107.57	1335250	22994	1335250	18414227456	16933937152	1623.6	38	0
108.57	1335250	22994	1335250	18424193024	16944390144	1607.8	38	0
109.58	1335250	22994	1335250	18435563520	16954966016	1623.3	38	0
110.59	1335250	22994	1335250	18445361152	16965214208	1607.0	38	0
111.59	1335250	22994	1335250	18455298048	16975851520	1624.6	38	0
112.60	1335250	22994	1335250	18466107392	16986591232	1623.5	38	0
113.60	1335250	22994	1335250	18475417600	16995627008	1607.0	38	0
114.61	1335250	22994	1335250	18486099968	17006555136	1624.3	38	0
115.61	1335250	26061	1335250	18500759552	17016901632	1707.7	38	0
116.62	1335250	27614	1335250	18515062784	17029775360	1676.2	38	0
117.63	1335250	27614	1335250	18528403456	17043070976	1608.6	38	0
118.63	1335250	27614	1335250	18541436928	17056194560	1623.1	38	0
119.64	1335250	27614	1335250	18555019264	17069768704	1623.4	38	0
120.64	1335250	27614	1335250	18569596928	17085169664	1608.2	38	0
121.65	1335250	27614	1335250	18582827008	17098420224	1622.8	38	0
122.65	1335250	27614	1335250	18595647488	17111449600	1607.9	38	0
123.66	1335250	27631	1335250	18610012160	17124442112	1624.7	38	0
124.67	1335250	27631	1335250	18622701568	17137135616	1607.7	38	0
125.67	1335250	27631	1335250	18635669504	17150312448	1622.7	38	0
126.68	1335250	27631	1335250	18648629248	17163685888	1624.0	38	0
127.68	1335250	27631	1335250	18662256640	17177260032	1608.4	38	0
128.69	1335250	27631	1335250	18675212288	17190473728	1622.3	38	0
129.69	1335250	27631	1335250	18688774144	17204002816	1609.9	38	0
130.70	1335250	27631	1335250	18702258176	17217470464	1622.3	38	0
131.71	1335250	27631	1335250	18715701248	17231020032	1608.7	38	0
132.71	1335250	27631	1335250	18729553920	17244438528	1622.5	38	0
133.72	1335250	27631	1335250	18743205888	17257308160	1623.2	38	0
134.72	1335250	27631	1335250	18755440640	17270775808	1608.3	38	0
135.73	1335250	27631	1335250	18771214336	17285390336	1623.4	38	0
136.73	1335250	27631	1335250	18783481856	17298309120	1608.7	38	0
137.74	1335250	27631	1335250	18798333952	17311875072	1622.6	38	0
138.74	1335250	27631	1335250	18810597376	17325031424	1608.7	38	0
139.75	1335250	27631	1335250	18823413760	17338155008	1622.6	38	0
140.76	1335250	27631	1335250	18837925888	17354502144	1609.3	38	0
141.76	1335250	27631	1335250	18853154816	17369071616	1622.3	38	0
142.77	1335250	27631	1335250	18866958336	17383526400	1623.2	38	0
143.77	1335250	27631	1335250	18881912832	17397891072	1607.9	38	0
144.78	1335250	27631	1335250	18895327232	17411145728	1621.8	38	0
145.78	1335250	27631	1335250	18909573120	17425383424	1608.2	38	0
146.79	1335250	27631	1335250	18924847104	17440481280	1622.9	38	0
147.80	1335250	27631	1335250	18938269696	17454792704	1608.6	38	0
148.80	1335250	27631	1335250	18952781824	17469489152	1622.7	38	0
